pred
1.9517542
2.116901
2.0880203
1.7228557
1.8563712
1.9673169
1.8660564
1.7458248
2.1682665
1.9139258
1.6612685
1.8239789
1.4149963
1.9360343
1.8709178
1.8536532
1.8035969
1.8068568
1.8470446
1.6720377
1.9203316
1.8048767
1.8689941
1.8741803
1.8418994
1.8045089
1.8612361
1.8428695
1.8714963
1.9036086
2.0103042
2.0073483
1.9484316
1.8716836
1.9099214
1.9107354
1.9123158
1.8921343
1.9051763
2.0512588
1.8712742
1.7948102
1.889117
1.8377112
1.8526098
1.8520664
1.8606025
1.892164
1.8516341
1.915012
1.8784013
1.9183978
1.9153998
1.9187559
1.9189363
1.9171169
1.8364562
1.9489536
1.9291605
1.9362243
1.9086167
1.9540696
1.9549786
1.8556079
1.9845523
1.8022772
1.8864863
2.015518
1.8033906
2.005093
2.0094812
2.0379307
1.9629711
1.944149
1.6993567
1.7107694
1.8376895
1.8435316
1.8446733
1.8316896
1.9576266
1.8386464
1.9706621
1.9703012
1.702256
1.6957066
1.959852
1.9135412
1.8879174
1.9004457
2.0101316
1.8245438
1.8788897
1.9163934
1.9758829
1.9608225
1.9998726
1.9119855
2.0050917
1.9059994
1.8008877
1.9013908
1.9643579
1.8166285
1.9023335
2.045139
1.8610717
2.0084949
1.8959657
1.8107263
2.0449986
1.83691
1.8747232
1.946625
1.8344752
1.8345176
1.9074022
1.84008
1.9100368
1.9048678
1.8889576
1.9159467
1.7823619
1.8376979
1.9764198
1.8538085
1.8411931
1.7572323
1.9149094
2.0519938
1.8683454
1.8459862
1.9144281
1.925619
1.8686181
1.943013
1.8820316
1.8697261
1.8696328
1.8642424
1.8243098
1.8473667
1.8763884
1.9082338
1.8999288
1.8822058
1.8448279
1.9251398
1.8385963
1.8094201
1.9025384
1.2892216
1.8480453
1.6729826
1.8842151
1.6708431
1.6763095
1.6784408
1.6799828
1.8540697
1.8589668
1.7994041
1.6095556
1.8936445
1.8001451
1.8293762
1.66916
1.7906712
1.8960781
1.7727047
1.8684254
1.788567
1.7844692
1.772577
1.8045782
1.7968775
1.7213118
1.8314219
1.8452512
1.7672791
1.8474891
1.7401209
1.7555556
2.2472067
1.8270754
1.8737206
1.7934973
2.1090007
1.8101139
1.8005571
2.1249764
1.8784413
1.9761784
1.791504
1.7692087
1.8200331
1.7827022
1.9812287
1.8543078
1.8773552
2.2472067
1.8321911
1.796861
1.8287323
1.9751741
2.012356
1.8889118
1.8626662
1.7296046
1.7970771
1.8472316
1.8824501
1.7946912
1.8945693
1.922527
1.9749721
1.9454172
1.9724466
2.0164137
1.8123374
1.7708648
1.7114687
1.9540021
1.7877979
1.9789248
1.8516225
1.8516446
1.8537296
1.8350973
1.7917883
1.8073717
1.8624904
1.7501065
1.7255828
1.8700484
1.8472606
2.248486
1.8684926
1.8818284
1.9024881
1.9084958
1.7962241
1.7998478
1.9115955
2.1215851
2.0930004
2.248486
1.7794998
1.799884
1.9189664
1.9402971
1.8816607
1.9430248
1.923445
1.8520322
1.8924618
1.8503994
1.8473213
1.8801777
1.8820873
1.901
1.8441554
1.8425822
1.6972381
1.7008377
1.668034
1.5925034
1.6886594
1.7122018
1.7117009
1.7408748
1.7428471
1.8995404
1.9272124
1.7512277
1.8830699
1.9951395
1.9957325
1.8374474
1.7307318
1.9790375
1.9912422
1.8980309
1.8966107
1.9099069
1.9045922
1.937606
1.960362
1.8688166
1.8608978
1.8530262
1.8510858
1.9391245
1.8827593
1.8854879
1.9032767
1.8932225
1.8862875
1.8970683
1.8553898
1.8526833
1.8308504
1.79903
1.7421603
1.7619512
1.8783544
2.0163982
1.9372772
1.913262
2.0542774
1.8409817
1.8110417
1.9005871
1.9922031
1.930934
1.930934
1.9728853
1.8783544
1.9491941
2.095288
1.8005991
