pred
3.0378404
3.1402693
3.1098986
2.1812832
3.1991448
2.7179265
2.873712
2.032523
2.84554
4.8137665
4.6974597
4.0519314
4.0227203
3.8899121
4.906411
4.6457458
3.9998183
4.412092
4.067236
4.5732136
5.1588893
4.2667427
5.0818763
4.1042304
4.7439985
4.427789
4.0033593
4.9069014
4.5557923
3.5290837
2.989152
3.1794748
3.0478892
3.6301522
3.7182255
3.631332
3.5170398
3.4689136
3.640432
2.8928108
3.9365954
3.5530577
3.2627015
3.5128522
3.704453
3.6196237
3.7954707
3.4275684
3.7366576
2.7185583
3.6118827
3.5109792
3.5116706
2.8734715
3.6270466
3.6222558
3.7673206
3.0049958
3.4913883
2.7478225
3.780788
2.7215538
3.1734557
3.595532
2.6544175
3.4872766
3.8922029
2.4681695
3.0775566
2.5566063
2.746301
2.6606517
2.626071
2.5124788
3.1849875
2.8158681
3.6472864
3.463746
3.4535713
3.4582772
3.0025053
1.7805784
3.0177746
3.038073
2.8561902
3.1454682
3.0875492
2.6176496
2.6939507
2.4012659
5.581438
5.4890137
5.7402487
6.159635
8.580658
5.8776703
5.7254524
5.7918005
5.9916873
5.598228
5.5910935
5.3033023
5.928794
4.7173758
5.5274277
5.3500705
5.802471
6.7213516
5.623028
3.1359196
5.584096
5.091425
5.408345
4.7794952
8.232523
9.299231
5.3610578
4.9465113
5.42889
5.805838
8.906304
5.841743
3.2370062
5.6730213
7.7026587
5.4997444
6.142343
5.141838
6.698345
8.364343
4.8732543
4.527787
4.7348413
3.9628282
4.088169
4.774991
3.786468
3.9714632
4.04741
3.9677825
4.4188046
3.9886618
4.299524
4.032069
3.982264
3.7584605
3.7809734
4.2543263
3.9376469
4.120039
4.1277075
3.2113018
4.041338
3.9159293
4.0194216
3.3953686
3.566855
3.336997
3.5050964
4.902057
4.9555054
4.5072303
3.4554086
3.7643394
4.6902423
3.5241446
3.4308267
4.9854617
4.9071116
2.1149755
4.8889446
4.9968266
4.961759
4.016171
3.1863284
5.0141697
4.9945617
5.0347395
4.9067864
4.869402
4.895303
5.033127
4.8876123
5.0949574
4.9609404
4.80065
4.9714594
4.91
5.1055613
5.240043
5.1451488
4.8373504
5.06663
4.859652
5.0850286
4.8705077
5.333509
5.0219793
4.9213386
5.2163267
5.0949574
5.062304
5.1779466
4.8469934
5.16958
4.9586663
4.9565654
2.1995819
1.8208461
5.108136
4.8787637
4.7665105
5.0759716
4.838974
2.5957377
2.580622
5.0441775
5.179862
5.0874267
4.972981
5.049643
4.8669024
2.7695084
5.265439
5.0364294
4.949266
5.2437525
4.893765
4.826704
5.017064
4.9596286
5.1071453
4.7533298
4.6857815
4.87661
4.8833137
5.1941366
4.957451
4.8695683
2.7926593
4.990545
5.11282
5.0636716
4.86231
5.224175
5.257244
5.1941366
4.7886257
4.8468394
4.914233
3.8292913
4.015567
3.916016
4.5275917
4.1125984
3.6741257
3.9409227
4.1389
3.7950873
3.6388764
3.7617164
4.4188924
4.196764
4.365578
4.2076035
3.6408296
3.691803
3.591021
4.6878285
4.909559
2.033331
2.589177
3.6036134
3.1990676
2.7480457
3.6781654
3.422192
3.3227215
2.7737334
3.1618843
3.5782056
3.2323813
2.7456186
2.57985
2.5471497
2.7609112
2.5674734
2.3995078
3.8488092
3.6390152
3.6563349
3.4717474
3.55589
3.709509
3.3307986
3.5966644
3.5565376
3.8542886
3.6180725
3.2467804
3.5900826
3.4781585
3.371807
5.4272404
5.620837
6.340761
6.16573
7.730278
8.698077
8.237622
5.806303
5.8538575
2.6973999
5.8575454
6.034719
6.0261345
8.015007
6.340761
6.624573
8.643922
5.5688457
6.149569
6.813238
6.2100406
6.885665
7.967617
8.674528
5.011812
5.729325
5.8924155
7.5221243
2.575917
5.079609
5.4679933
2.4788578
5.184139
2.7987573
6.283244
5.515806
5.4556565
5.492051
6.3314447
7.8405743
7.869997
5.5411673
2.667375
5.387862
5.281165
2.7195935
5.9321084
5.8770742
5.30327
6.132723
4.98563
5.7918577
5.987493
7.7796183
6.9943333
6.06103
6.4299626
6.4299626
6.1222677
